"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts","nfactor","normcounts","rpk","rpm","tpm"
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",24841,27226,"T7p47","12",266376,7858351,0.0338971878451344,0.0142126573774149,3.96741337893237e-06,0.00358234850265074
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",27306,27723,"T7p48","13",91627,7858351,0.0116598253246769,0.0279612118097767,3.96741337893237e-06,0.00704771828371994
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",27727,28318,"T7p49","14",258057,7858351,0.0328385688040659,0.0555644142200777,3.96741337893237e-06,0.0140051990839004
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",28324,30568,"T7p50","15",755545,7858351,0.0961454890472569,0.0428455833543925,3.96741337893237e-06,0.0107993746207314
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",30594,34551,"T7p51","16",1041141,7858351,0.132488482634588,0.0334820527254456,3.96741337893237e-06,0.00843926496372699
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",34623,36285,"T7p52","17",1492247,7858351,0.189893146793774,0.114255804328384,3.96741337893237e-06,0.0287985630474257
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",36343,36547,"T7p53","17.5",151453,7858351,0.0192728728966166,0.0944748671402775,3.96741337893237e-06,0.0238127107303602
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",36552,36822,"T7p54","18",156040,7858351,0.0198565831432065,0.0735429005303945,3.96741337893237e-06,0.0185367375431357
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",36916,37348,"T7p55","18.5",215392,7858351,0.0274093127171337,0.0634474831415131,3.96741337893237e-06,0.0159921533456609
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",37031,37283,"T7p56","18.7",128826,7858351,0.0163935156370592,0.0650536334803938,3.96741337893237e-06,0.0163969889867891
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",37369,39130,"T7p57","19",828909,7858351,0.105481289904205,0.0598985178331659,3.96741337893237e-06,0.0150976246012672
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",38015,38273,"T7p58","19.2",186498,7858351,0.0237324599015748,0.0919862786882743,3.96741337893237e-06,0.0231854535695063
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",38552,38726,"T7p59","19.3",120223,7858351,0.0152987566984473,0.0879238890715362,3.96741337893237e-06,0.022161514486599
"phi910v2","wt-910","wt","phi910","PA155","5","T7Hi",39388,39538,"T7p60","19.5",251050,7858351,0.031946905909395,0.2129793727293,3.96741337893237e-06,0.053682173342525
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",890,1468,"T7p01","0.3",44170,4692426,0.00941304135643269,0.0162855386789493,3.98659452851354e-06,0.00408507525971586
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",1277,1433,"T7p02","0.4",3,4692426,6.39328142841251e-07,4.09825732590545e-06,3.98659452851354e-06,1.02800956972003e-06
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",1468,3138,"T7p03","0.7",57987,4692426,0.0123575736729785,0.00739974471435841,3.98659452851354e-06,0.0018561568429979
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",1495,1639,"T7p04","0.5",0,4692426,0,0,3.98659452851354e-06,0
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",1635,1972,"T7p05","0.6B",4,4692426,8.52437523788335e-07,2.52948820115233e-06,3.98659452851354e-06,6.34498488135808e-07
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",1635,1797,"T7p06","0.6A",1,4692426,2.13109380947084e-07,1.3154900058462e-06,3.98659452851354e-06,3.29978380403962e-07
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",3138,5887,"T7p07","1",126921,4692426,0.0270480557391848,0.00983923453589844,3.98659452851354e-06,0.00246808007825344
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",5887,6448,"T7p08","1.2",135127,4692426,0.0287968313192366,0.0513312501234163,3.98659452851354e-06,0.0128759646250144
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",6006,6135,"T7p09","1.1",31086,4692426,0.00662471821612104,0.0513544047761321,3.98659452851354e-06,0.0128817727533681
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",6448,7588,"T7p10","1.3",231768,4692426,0.0493919350033437,0.0433262587748629,3.98659452851354e-06,0.0108679873172398
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",7607,7763,"T7p11","1.4",13614,4692426,0.0029012711122136,0.018597891744959,3.98659452851354e-06,0.00466510742738952
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",7790,7880,"T7p12","1.5",40930,4692426,0.00872256696216413,0.0969174106907126,3.98659452851354e-06,0.0243108271978815
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",7905,8166,"T7p13","1.6",101699,4692426,0.0216730109329375,0.0830383560648945,3.98659452851354e-06,0.0208293959847119
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",8165,8756,"T7p14","1.7",280827,4692426,0.0598468681232267,0.101263736249114,3.98659452851354e-06,0.0254010623665989
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",8748,8895,"T7p15","1.8",96014,4692426,0.0204614841022533,0.139193769403084,3.98659452851354e-06,0.0349154568912189
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",8897,9092,"T7p16","2",88255,4692426,0.0188079684154849,0.0964511200794096,3.98659452851354e-06,0.0241938625535045
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",9157,9856,"T7p17","2.5",243856,4692426,0.051968001200232,0.0743462105868842,3.98659452851354e-06,0.0186490524820454
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",9856,10276,"T7p18","2.8",134158,4692426,0.0285903283290989,0.0680722103073782,3.98659452851354e-06,0.0170752781153191
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",10256,10706,"T7p19","3",343842,4692426,0.0732759557636071,0.16283545725246,3.98659452851354e-06,0.0408457534589493
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",10705,11161,"T7p20","3.5",350296,4692426,0.0746513637082396,0.163709130939122,3.98659452851354e-06,0.0410649063425477
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",11224,11590,"T7p21","3.8",10425,4692426,0.00222166529637335,0.00607012376058292,3.98659452851354e-06,0.00152263384629845
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",11564,13265,"T7p22","4A",83992,4692426,0.0178994831245075,0.0105229177686699,3.98659452851354e-06,0.00263957563113234
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",11634,11757,"T7p23","4.1",7763,4692426,0.00165436812429221,0.0134501473519692,3.98659452851354e-06,0.00337384382980736
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",11753,13265,"T7p24","4B",78125,4692426,0.0166491703864909,0.0110113560757215,3.98659452851354e-06,0.00276209581811352
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",12987,13326,"T7p25","4.2",49269,4692426,0.0104996860898819,0.0309725253388846,3.98659452851354e-06,0.00776916867701443
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",13351,13564,"T7p26","4.3",100526,4692426,0.0214230336290865,0.100577622671768,3.98659452851354e-06,0.0252289571844843
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",13583,13853,"T7p27","4.5",57480,4692426,0.0122495272168384,0.0453686193216236,3.98659452851354e-06,0.0113802943833718
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",13926,14334,"T7p28","4.7",18361,4692426,0.0039129013435694,0.00959044446953285,3.98659452851354e-06,0.0024056734139724
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",14352,16467,"T7p29","5",120860,4692426,0.0257563997812645,0.0121779667996523,3.98659452851354e-06,0.00305472922128175
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",16482,16839,"T7p30","5.3",83933,4692426,0.0178869096710316,0.0501033884342621,3.98659452851354e-06,0.0125679669893451
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",16850,17359,"T7p31","5.5-5.7",113581,4692426,0.0242051765973507,0.0475543744545201,3.98659452851354e-06,0.011928570642034
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",16850,17150,"T7p32","5.5",71490,4692426,0.015235189643907,0.05078396547969,3.98659452851354e-06,0.0127386833841428
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",17149,17359,"T7p33","5.7",70340,4692426,0.0149901138558179,0.0713814945515136,3.98659452851354e-06,0.017905381157017
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",17358,17517,"T7p34","5.9",56852,4692426,0.0121156945256036,0.0761993366390164,3.98659452851354e-06,0.0191138918427775
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",17503,18406,"T7p35","6",273796,4692426,0.0583484960657877,0.0646162747129432,3.98659452851354e-06,0.0162083889522209
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",18393,18507,"T7p36","6.3",40515,4692426,0.00863412656907109,0.0757379523602728,3.98659452851354e-06,0.0189981579060945
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",18604,18859,"T7p37","6.5",167439,4692426,0.0356828216363987,0.13993263386823,3.98659452851354e-06,0.0351007941408092
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",18863,19130,"T7p38","6.7",191165,4692426,0.0407390548087492,0.152580729620784,3.98659452851354e-06,0.0382734508186052
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",19129,19531,"T7p39","7",311813,4692426,0.066450275401253,0.16529919254043,3.98659452851354e-06,0.0414637584429898
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",19534,19834,"T7p40","7.3",268397,4692426,0.0571979185180544,0.190659728393515,3.98659452851354e-06,0.0478252119772524
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",19847,20240,"T7p41","7.7",195746,4692426,0.0417153088828678,0.106145824129435,3.98659452851354e-06,0.0266256885093886
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",20239,21850,"T7p42","8",475889,4692426,0.101416410189527,0.062952458218204,3.98659452851354e-06,0.0157910361256821
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",21949,22873,"T7p43","9",245243,4692426,0.0522635839116056,0.0565623202506555,3.98659452851354e-06,0.0141881297047145
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",22966,24162,"T7p44","10B",478821,4692426,0.102041246894464,0.0853187683064077,3.98659452851354e-06,0.0214014160949094
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",22966,24004,"T7p45","10A",450557,4692426,0.0960179233513752,0.0925028163308046,3.98659452851354e-06,0.0232034674379828
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",24227,24818,"T7p46","11",53014,4692426,0.0112977807215287,0.0191163802394733,3.98659452851354e-06,0.00479516542320672
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",24841,27226,"T7p47","12",197729,4692426,0.0421379047852859,0.0176678846059899,3.98659452851354e-06,0.00443182382347211
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",27306,27723,"T7p48","13",59721,4692426,0.0127271053395408,0.0305206363058532,3.98659452851354e-06,0.00765581653402641
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",27727,28318,"T7p49","14",167591,4692426,0.0357152142623027,0.0604318346231856,3.98659452851354e-06,0.0151587612411936
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",28324,30568,"T7p50","15",469019,4692426,0.0999523487424202,0.0445420448941267,3.98659452851354e-06,0.011172955908996
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",30594,34551,"T7p51","16",660028,4692426,0.140658158487742,0.0355466662844937,3.98659452851354e-06,0.00891654920766367
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",34623,36285,"T7p52","17",919896,4692426,0.196038467095698,0.117953349636401,3.98659452851354e-06,0.0295874959925713
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",36343,36547,"T7p53","17.5",73894,4692426,0.0157475045957038,0.0771936499789402,3.98659452851354e-06,0.0193633060565412
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",36552,36822,"T7p54","18",86851,4692426,0.0185087628446352,0.0685509734986487,3.98659452851354e-06,0.0171953713898787
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",36916,37348,"T7p55","18.5",161851,4692426,0.0344919664156664,0.0798425148510797,3.98659452851354e-06,0.0200277490675356
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",37031,37283,"T7p56","18.7",85371,4692426,0.0181933609608335,0.0721958768287043,3.98659452851354e-06,0.0181096613443714
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",37369,39130,"T7p57","19",519638,4692426,0.110739732496581,0.0628845726840322,3.98659452851354e-06,0.0157740076735317
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",38015,38273,"T7p58","19.2",125675,4692426,0.0267825214505247,0.103808222676452,3.98659452851354e-06,0.0260393230196799
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",38552,38726,"T7p59","19.3",76157,4692426,0.016229771124787,0.0932745466941785,3.98659452851354e-06,0.0233970487911539
"phi910v2","wt-910","wt","phi910","PA164","6","T7Hi",39388,39538,"T7p60","19.5",134454,4692426,0.0286534087058592,0.191022724705728,3.98659452851354e-06,0.047916266211541
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",890,1468,"T7p01","0.3",64209,6795084,0.00944933131069461,0.0163483240669457,3.97903689218719e-06,0.00410861334285327
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",1277,1433,"T7p02","0.4",1,6795084,1.47165215323313e-07,9.43366764893033e-07,3.97903689218719e-06,2.37084196616856e-07
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",1468,3138,"T7p03","0.7",84849,6795084,0.0124868213549678,0.00747713853590886,3.97903689218719e-06,0.00187913274958324
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",1495,1639,"T7p04","0.5",2,6795084,2.94330430646626e-07,2.04396132393491e-06,3.97903689218719e-06,5.13682426003189e-07
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",1635,1972,"T7p05","0.6B",0,6795084,0,0,3.97903689218719e-06,0
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",1635,1797,"T7p06","0.6A",0,6795084,0,0,3.97903689218719e-06,0
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",3138,5887,"T7p07","1",253427,6795084,0.0372956390237413,0.013566984002816,3.97903689218719e-06,0.00340961503258608
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",5887,6448,"T7p08","1.2",182125,6795084,0.0268024648407584,0.0477762296626709,3.97903689218719e-06,0.0120069833372189
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",6006,6135,"T7p09","1.1",52706,6795084,0.00775648983883054,0.0601278282079887,3.97903689218719e-06,0.0151111512250739
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",6448,7588,"T7p10","1.3",324892,6795084,0.0478128011368219,0.0419410536287911,3.97903689218719e-06,0.0105405038367807
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",7607,7763,"T7p11","1.4",26205,6795084,0.00385646446754742,0.0247209260740219,3.97903689218719e-06,0.00621279137234472
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",7790,7880,"T7p12","1.5",61668,6795084,0.00907538449855808,0.100837605539534,3.97903689218719e-06,0.0253422142774117
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",7905,8166,"T7p13","1.6",142413,6795084,0.020958239809839,0.0802997693863563,3.97903689218719e-06,0.0201807049198323
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",8165,8756,"T7p14","1.7",341230,6795084,0.0502171864247741,0.0849698585867583,3.97903689218719e-06,0.0213543781797037
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",8748,8895,"T7p15","1.8",127682,6795084,0.0187903490229113,0.12782550355722,3.97903689218719e-06,0.0321247344572763
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",8897,9092,"T7p16","2",133713,6795084,0.0196779024365262,0.100912320187314,3.97903689218719e-06,0.0253609913457838
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",9157,9856,"T7p17","2.5",396724,6795084,0.0583839728839261,0.0835249969727126,3.97903689218719e-06,0.020991259753513
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",9856,10276,"T7p18","2.8",231028,6795084,0.0339992853657144,0.0809506794421771,3.97903689218719e-06,0.0203442897453711
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",10256,10706,"T7p19","3",332504,6795084,0.0489330227558629,0.108740050568584,3.97903689218719e-06,0.0273282338201223
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",10705,11161,"T7p20","3.5",457763,6795084,0.0673667904620458,0.14773418960975,3.97903689218719e-06,0.0371281276380786
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",11224,11590,"T7p21","3.8",20961,6795084,0.00308473007839197,0.00842822425790155,3.97903689218719e-06,0.00211815685208908
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",11564,13265,"T7p22","4A",196344,6795084,0.0288950070374406,0.0169870705687481,3.97903689218719e-06,0.00426914125930879
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",11634,11757,"T7p23","4.1",19245,6795084,0.00283219456889716,0.023025972104855,3.97903689218719e-06,0.0057868204615208
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",11753,13265,"T7p24","4B",182754,6795084,0.0268950317611968,0.0177877194187809,3.97903689218719e-06,0.00447035800389461
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",12987,13326,"T7p25","4.2",79757,6795084,0.0117374560785415,0.0346237642434852,3.97903689218719e-06,0.00870154391166081
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",13351,13564,"T7p26","4.3",132192,6795084,0.0194540641440194,0.0913336344789644,3.97903689218719e-06,0.0229537038619313
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",13583,13853,"T7p27","4.5",129517,6795084,0.0190603971930296,0.0705940636778872,3.97903689218719e-06,0.017741495138308
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",13926,14334,"T7p28","4.7",41441,6795084,0.00609867368821342,0.0149477296279741,3.97903689218719e-06,0.00375662001458791
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",14352,16467,"T7p29","5",218833,6795084,0.0322046055648466,0.0152267638604476,3.97903689218719e-06,0.00382674608781467
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",16482,16839,"T7p30","5.3",87312,6795084,0.0128492892803091,0.0359924069476446,3.97903689218719e-06,0.00904550722269387
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",16850,17359,"T7p31","5.5-5.7",174182,6795084,0.0256335315354453,0.0503605727611893,3.97903689218719e-06,0.0126564729420006
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",16850,17150,"T7p32","5.5",115134,6795084,0.0169437199010343,0.0564790663367811,3.97903689218719e-06,0.0141941549845083
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",17149,17359,"T7p33","5.7",98750,6795084,0.0145325650131772,0.0692026905389389,3.97903689218719e-06,0.0173918192803937
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",17358,17517,"T7p34","5.9",76974,6795084,0.0113278952842967,0.071244624429539,3.97903689218719e-06,0.0179049921777371
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",17503,18406,"T7p35","6",368882,6795084,0.0542865989588944,0.0601180497883659,3.97903689218719e-06,0.0151086937410425
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",18393,18507,"T7p36","6.3",79343,6795084,0.0116765296793976,0.102425698942085,3.97903689218719e-06,0.0257413293008659
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",18604,18859,"T7p37","6.5",239090,6795084,0.0351857313316509,0.137983260124121,3.97903689218719e-06,0.0346775523481701
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",18863,19130,"T7p38","6.7",261780,6795084,0.0385249100673369,0.144288052686655,3.97903689218719e-06,0.036262054511222
"phi910v2","wt-910","wt","phi910","PA173","7","T7Hi",19129,19531,"T7p39","7",394008,6795084,0.057984272159108,0.144239482982856,3.97903689218719e-06,0.0362498481142682
